판매ID,판매일,거래처코드,거래처명,제품코드, 단가 ,수량,할인율, 금액 
1330,2019-09-23,6,글로벌 전자,SP320560," 210,000 ",7,0," 1,470,000 "
1331,2019-09-24,20,세종물산,CA270413," 619,100 ",2,0.1," 1,114,380 "
1332,2019-09-24,3,태화상사,TV090352," 607,000 ",3,0.1," 1,638,900 "
1333,2019-09-24,5,오성통상,BH060507," 34,600 ",2,0.1," 62,280 "
1334,2019-09-24,49,강남상사,SP320536," 363,000 ",1,0," 363,000 "
1335,2019-09-24,32,대한전자,CA280220," 9,300 ",2,0.1," 16,740 "
1336,2019-09-24,49,강남상사,SP320536," 363,000 ",11,0," 3,993,000 "
1337,2019-09-25,24,유미백화점,PJ190250," 907,400 ",3,0," 2,722,200 "
1338,2019-09-25,10,신영상사,PA220324," 28,200 ",2,0.1," 50,760 "
1339,2019-09-25,10,신영상사,CA270446," 458,300 ",20,0.1," 8,249,400 "
1340,2019-09-25,28,서진전자,PA330294," 15,100 ",17,0," 256,700 "
1341,2019-09-25,49,강남상사,TV090647," 807,600 ",35,0," 28,266,000 "
1342,2019-09-25,28,서진전자,PA330294," 15,100 ",3,0.1," 40,770 "
1343,2019-09-26,10,신영상사,PA220321," 21,400 ",10,0," 214,000 "
1344,2019-09-26,52,제우스,CA280298," 80,700 ",25,0.1," 1,815,750 "
1345,2019-09-26,53,국제전자,DV350145," 218,500 ",1,0," 218,500 "
1346,2019-09-27,10,신영상사,CA280287," 520,400 ",24,0.1," 11,240,640 "
1347,2019-09-27,44,영진전자,MT180375," 60,400 ",11,0," 664,400 "
1348,2019-09-27,27,이화무역,OA290080," 43,700 ",16,0," 699,200 "
1349,2019-09-27,18,우주전산,MP010009," 281,700 ",13,0.1," 3,295,890 "
1350,2019-09-27,27,이화무역,OA290080," 43,700 ",24,0," 1,048,800 "
1351,2019-09-28,12,유니테크,PA220101," 24,200 ",12,0.1," 261,360 "
1352,2019-09-28,2,혜성전자,PA220084," 67,300 ",24,0.1," 1,453,680 "
1353,2019-09-28,29,태성무역,NT150597," 700,300 ",25,0," 17,507,500 "
1354,2019-09-28,41,금산전자,OA290228," 27,900 ",4,0.1," 100,440 "
1355,2019-09-28,9,월드링크,MP010060," 133,500 ",2,0.1," 240,300 "
1356,2019-09-28,41,금산전자,OA290078," 43,700 ",8,0.1," 314,640 "
1357,2019-09-28,41,금산전자,OA290228," 27,900 ",7,0.1," 175,770 "
1358,2019-09-29,51,그린테크,MT180606," 541,400 ",10,0.1," 4,872,600 "
1359,2019-09-29,31,한진무역,OA290182," 53,200 ",9,0," 478,800 "
1360,2019-09-29,47,삼인시스템,DS240467," 398,200 ",2,0.1," 716,760 "
1361,2019-09-29,31,한진무역,OA290182," 53,200 ",4,0," 212,800 "
1362,2019-09-30,18,우주전산,TV090368," 512,700 ",10,0," 5,127,000 "
1363,2019-09-30,6,글로벌 전자,PA220142," 53,700 ",4,0," 214,800 "
1364,2019-09-30,33,신성무역,BP350680," 239,800 ",12,0," 2,877,600 "
1365,2019-10-01,19,양정물산,PA220140," 53,700 ",7,0," 375,900 "
1366,2019-10-01,27,이화무역,CA280265," 67,300 ",2,0.1," 121,140 "
1367,2019-10-01,15,협우상사,CA270430," 824,100 ",3,0," 2,472,300 "
1368,2019-10-01,48,한양이엔지,CA280131," 70,200 ",8,0," 561,600 "
1369,2019-10-02,34,ABC상사,DV350154," 13,400 ",4,0," 53,600 "
1370,2019-10-02,12,유니테크,TVAC040669," 99,000 ",24,0," 2,376,000 "
1371,2019-10-02,52,제우스,CA280309," 30,400 ",6,0," 182,400 "
1372,2019-10-03,7,삼화상사,PJ190611," 628,600 ",1,0," 628,600 "
1373,2019-10-03,41,금산전자,PJ200619," 401,500 ",3,0," 1,204,500 "
1374,2019-10-03,46,부성전자,TV090651," 462,000 ",6,0.1," 2,494,800 "
1375,2019-10-04,30,샤론통상,NT150460," 491,400 ",5,0," 2,457,000 "
1376,2019-10-04,42,우리정보,CA270483," 239,600 ",2,0.1," 431,280 "
1377,2019-10-04,19,양정물산,SP320547," 332,400 ",7,0," 2,326,800 "
1378,2019-10-04,2,혜성전자,NT150684," 659,800 ",5,0," 3,299,000 "
1379,2019-10-04,22,동도교역,OA290020," 43,700 ",5,0," 218,500 "
1380,2019-10-04,19,양정물산,SP320547," 332,400 ",12,0," 3,988,800 "
1381,2019-10-05,30,샤론통상,NT150456," 537,000 ",4,0," 2,148,000 "
1382,2019-10-05,33,신성무역,PA220084," 67,300 ",24,0," 1,615,200 "
1383,2019-10-05,50,프로시스템즈,OA290185," 27,900 ",7,0," 195,300 "
1384,2019-10-05,50,프로시스템즈,OA290185," 27,900 ",12,0," 334,800 "
1385,2019-10-06,15,협우상사,BH060503," 46,100 ",5,0," 230,500 "
1386,2019-10-06,41,금산전자,OA290138," 17,500 ",22,0," 385,000 "
1387,2019-10-06,40,가나전자,SP320539," 400,600 ",15,0," 6,009,000 "
1388,2019-10-06,41,금산전자,OA290138," 17,500 ",5,0," 87,500 "
1389,2019-10-06,40,가나전자,SP320539," 400,600 ",16,0," 6,409,600 "
1390,2019-10-07,7,삼화상사,PA220319," 20,900 ",5,0," 104,500 "
1391,2019-10-07,14,베네디스,PA220232," 156,600 ",5,0," 783,000 "
1392,2019-10-07,47,삼인시스템,MP010003," 242,700 ",17,0," 4,125,900 "
1393,2019-10-07,26,신세기상사,PA220219," 40,300 ",14,0," 564,200 "
1394,2019-10-07,10,신영상사,MP010057," 162,700 ",3,0," 488,100 "
1395,2019-10-07,27,이화무역,TV090369," 512,700 ",1,0," 512,700 "
1396,2019-10-07,46,부성전자,TV090660," 1,557,600 ",19,0," 29,594,400 "
1397,2019-10-08,12,유니테크,PJ200271," 166,200 ",2,0," 332,400 "
1398,2019-10-08,32,대한전자,CA280300," 80,700 ",4,0.1," 290,520 "
1399,2019-10-08,12,유니테크,OA290136," 40,000 ",3,0," 120,000 "
1400,2019-10-08,28,서진전자,TV090656," 633,600 ",6,0," 3,801,600 "
1401,2019-10-08,12,유니테크,OA290136," 40,000 ",13,0," 520,000 "
1402,2019-10-09,22,동도교역,DC230642," 433,000 ",20,0.1," 7,794,000 "
1403,2019-10-09,37,J마켓,OA290080," 43,700 ",7,0," 305,900 "
1404,2019-10-09,2,혜성전자,DV350155," 21,800 ",2,0," 43,600 "
1405,2019-10-09,35,에이빌,HS110196," 484,400 ",6,0," 2,906,400 "
1406,2019-10-09,39,명성전자,DV350170," 194,200 ",6,0," 1,165,200 "
1407,2019-10-09,39,명성전자,TV090647," 807,600 ",26,0," 20,997,600 "
1408,2019-10-09,37,J마켓,OA290080," 43,700 ",2,0," 87,400 "
1409,2019-10-10,20,세종물산,NT150451," 515,500 ",6,0," 3,093,000 "
1410,2019-10-10,11,서주무역,BH060518," 49,200 ",19,0.1," 841,320 "
1411,2019-10-10,16,대진상사,PJ190249," 907,400 ",49,0," 44,462,600 "
1412,2019-10-10,48,한양이엔지,MP010007," 281,700 ",11,0.1," 2,788,830 "
1413,2019-10-10,28,서진전자,PA220071," 30,800 ",6,0," 184,800 "
1414,2019-10-10,35,에이빌,TV090656," 633,600 ",12,0," 7,603,200 "
1415,2019-10-11,44,영진전자,TV090353," 607,000 ",4,0," 2,428,000 "
1416,2019-10-11,3,태화상사,PJ200272," 166,200 ",4,0," 664,800 "
1417,2019-10-11,49,강남상사,SP320542," 351,600 ",24,0," 8,438,400 "
1418,2019-10-11,47,삼인시스템,SP320537," 363,000 ",13,0," 4,719,000 "
1419,2019-10-11,52,제우스,NT150688," 459,800 ",3,0," 1,379,400 "
1420,2019-10-11,40,가나전자,TVAC040668," 70,400 ",2,0," 140,800 "
1421,2019-10-11,27,이화무역,MT180604," 338,700 ",5,0," 1,693,500 "
1422,2019-10-11,17,티엔씨에스,TVAC040668," 70,400 ",4,0," 281,600 "
1423,2019-10-11,49,강남상사,SP320542," 351,600 ",5,0," 1,758,000 "
1424,2019-10-11,47,삼인시스템,SP320537," 363,000 ",5,0," 1,815,000 "
1425,2019-10-12,38,K마켓,SP310571," 350,900 ",7,0," 2,456,300 "
1426,2019-10-12,15,협우상사,CA270442," 502,000 ",4,0.1," 1,807,200 "
1427,2019-10-12,35,에이빌,PJ200618," 401,500 ",26,0," 10,439,000 "
1428,2019-10-12,39,명성전자,OA290181," 48,800 ",5,0," 244,000 "
1429,2019-10-12,38,K마켓,SP310571," 350,900 ",5,0," 1,754,500 "
1430,2019-10-13,17,티엔씨에스,CA270489," 222,100 ",9,0.1," 1,799,010 "
1431,2019-10-13,3,태화상사,MT180399," 593,900 ",8,0," 4,751,200 "
1432,2019-10-14,21,동화전자,BH060521," 131,200 ",22,0.1," 2,597,760 "
1433,2019-10-14,46,부성전자,CA270449," 449,500 ",5,0.1," 2,022,750 "
1434,2019-10-14,2,혜성전자,TV090361," 816,500 ",3,0," 2,449,500 "
1435,2019-10-14,23,알프스무역,NT150390," 700,300 ",2,0," 1,400,600 "
1436,2019-10-14,32,대한전자,CA280127," 37,700 ",1,0.1," 33,930 "
1437,2019-10-15,36,굿모닝전자,SP320560," 210,000 ",2,0," 420,000 "
1438,2019-10-15,29,태성무역,PA220224," 17,400 ",5,0," 87,000 "
1439,2019-10-15,41,금산전자,PA220122," 29,000 ",20,0," 580,000 "
1440,2019-10-15,11,서주무역,PA330242," 5,500 ",18,0," 99,000 "
1441,2019-10-15,36,굿모닝전자,SP320560," 210,000 ",7,0," 1,470,000 "
1442,2019-10-15,11,서주무역,PA330242," 5,500 ",6,0," 33,000 "
1443,2019-10-16,15,협우상사,DV350160," 15,400 ",9,0," 138,600 "
1444,2019-10-16,36,굿모닝전자,PA220261," 17,400 ",19,0," 330,600 "
1445,2019-10-16,39,명성전자,CA270494," 653,800 ",7,0.1," 4,118,940 "
1446,2019-10-16,39,명성전자,SP310696," 313,200 ",7,0," 2,192,400 "
1447,2019-10-16,45,인터비타,TVAC040669," 99,000 ",19,0," 1,881,000 "
1448,2019-10-16,39,명성전자,SP310696," 313,200 ",4,0," 1,252,800 "
1449,2019-10-17,42,우리정보,PA220212," 202,000 ",21,0," 4,242,000 "
1450,2019-10-17,29,태성무역,SP310575," 310,800 ",5,0," 1,554,000 "
1451,2019-10-17,19,양정물산,NT150382," 515,400 ",7,0," 3,607,800 "
1452,2019-10-17,3,태화상사,DS240471," 475,800 ",4,0.1," 1,712,880 "
1453,2019-10-17,50,프로시스템즈,PA220314," 22,800 ",5,0," 114,000 "
1454,2019-10-17,29,태성무역,SP310575," 310,800 ",4,0," 1,243,200 "
1455,2019-10-18,16,대진상사,PA220314," 22,800 ",12,0," 273,600 "
1456,2019-10-18,39,명성전자,OA290179," 48,800 ",18,0," 878,400 "
1457,2019-10-18,17,티엔씨에스,PA220320," 21,400 ",11,0," 235,400 "
1458,2019-10-18,49,강남상사,PA220072," 71,200 ",6,0," 427,200 "
1459,2019-10-18,46,부성전자,TV090355," 455,400 ",10,0.1," 4,098,600 "
1460,2019-10-18,39,명성전자,OA290179," 48,800 ",20,0," 976,000 "
1461,2019-10-19,12,유니테크,TV090358," 816,500 ",11,0," 8,981,500 "
1462,2019-10-19,37,J마켓,PJ200621," 187,100 ",2,0," 374,200 "
1463,2019-10-19,20,세종물산,SP320546," 332,400 ",4,0," 1,329,600 "
1464,2019-10-19,27,이화무역,TV090349," 570,600 ",12,0," 6,847,200 "
1465,2019-10-19,20,세종물산,SP320546," 332,400 ",12,0," 3,988,800 "
1466,2019-10-20,8,태강교역,PJ200614," 261,500 ",5,0," 1,307,500 "
1467,2019-10-20,35,에이빌,PA220067," 24,100 ",7,0," 168,700 "
1468,2019-10-20,25,삼양상사,NT150380," 515,400 ",5,0," 2,577,000 "
1469,2019-10-20,52,제우스,HS110197," 484,400 ",4,0," 1,937,600 "
1470,2019-10-20,4,동광통상,MT180602," 314,500 ",2,0," 629,000 "
1471,2019-10-21,27,이화무역,OA290139," 17,500 ",34,0," 595,000 "
1472,2019-10-21,20,세종물산,DV350148," 227,400 ",8,0," 1,819,200 "
1473,2019-10-21,30,샤론통상,MP010001," 242,700 ",7,0.1," 1,529,010 "
1474,2019-10-21,11,서주무역,CA280129," 37,700 ",9,0.1," 305,370 "
1475,2019-10-21,25,삼양상사,CA280130," 70,200 ",2,0.1," 126,360 "
1476,2019-10-21,27,이화무역,OA290139," 17,500 ",6,0," 105,000 "
1477,2019-10-22,1,한미전자,OA290019," 43,700 ",6,0," 262,200 "
1478,2019-10-22,11,서주무역,TVAC040670," 66,000 ",7,0," 462,000 "
1479,2019-10-22,20,세종물산,TVAC040666," 550,000 ",4,0," 2,200,000 "
1480,2019-10-22,1,한미전자,OA290019," 43,700 ",20,0," 874,000 "
1481,2019-10-23,3,태화상사,PA330294," 15,100 ",4,0," 60,400 "
1482,2019-10-23,20,세종물산,PJ190609," 992,800 ",7,0," 6,949,600 "
1483,2019-10-23,36,굿모닝전자,TV090361," 816,500 ",2,0," 1,633,000 "
1484,2019-10-23,10,신영상사,NT150682," 833,600 ",6,0," 5,001,600 "
1485,2019-10-23,3,태화상사,PA330294," 15,100 ",7,0," 105,700 "
1486,2019-10-24,51,그린테크,TV090351," 607,000 ",6,0," 3,642,000 "
1487,2019-10-24,42,우리정보,PC170591," 423,700 ",2,0," 847,400 "
1488,2019-10-24,42,우리정보,PA220324," 28,200 ",8,0," 225,600 "
1489,2019-10-24,16,대진상사,MP010009," 281,700 ",3,0.1," 760,590 "
1490,2019-10-25,4,동광통상,PA220329," 85,000 ",5,0," 425,000 "
1491,2019-10-25,22,동도교역,TV090656," 633,600 ",13,0," 8,236,800 "
1492,2019-10-25,15,협우상사,PA220209," 48,400 ",1,0," 48,400 "
1493,2019-10-25,31,한진무역,OA290022," 22,900 ",18,0," 412,200 "
1494,2019-10-25,12,유니테크,BH060509," 34,600 ",5,0.1," 155,700 "
1495,2019-10-25,22,동도교역,PA220238," 17,500 ",9,0," 157,500 "
1496,2019-10-25,44,영진전자,TV090659," 1,337,600 ",2,0," 2,675,200 "
1497,2019-10-25,44,영진전자,DV350170," 194,200 ",17,0," 3,301,400 "
1498,2019-10-25,31,한진무역,OA290022," 22,900 ",2,0," 45,800 "
1499,2019-10-26,17,티엔씨에스,PA220260," 17,400 ",13,0," 226,200 "
1500,2019-10-26,20,세종물산,NT150601," 916,200 ",6,0," 5,497,200 "
1501,2019-10-26,17,티엔씨에스,MP010040," 94,300 ",2,0.1," 169,740 "
1502,2019-10-27,8,태강교역,PA220088," 131,200 ",19,0," 2,492,800 "
1503,2019-10-27,25,삼양상사,SP320534," 340,200 ",7,0," 2,381,400 "
1504,2019-10-27,32,대한전자,PJ190608," 992,800 ",7,0," 6,949,600 "
1505,2019-10-27,29,태성무역,PA220268," 18,700 ",3,0," 56,100 "
1506,2019-10-27,39,명성전자,DV350170," 194,200 ",41,0," 7,962,200 "
1507,2019-10-27,25,삼양상사,SP320534," 340,200 ",3,0," 1,020,600 "
1508,2019-10-28,35,에이빌,OA290185," 27,900 ",6,0," 167,400 "
1509,2019-10-28,39,명성전자,PJ190613," 628,600 ",23,0," 14,457,800 "
1510,2019-10-28,53,국제전자,HS110199," 484,400 ",11,0.1," 4,795,560 "
1511,2019-10-28,47,삼인시스템,OA290183," 53,200 ",4,0," 212,800 "
1512,2019-10-28,31,한진무역,OA290187," 27,900 ",12,0," 334,800 "
1513,2019-10-28,27,이화무역,HS110196," 484,400 ",12,0," 5,812,800 "
1514,2019-10-28,27,이화무역,SP310566," 242,800 ",7,0," 1,699,600 "
1515,2019-10-28,35,에이빌,OA290185," 27,900 ",6,0," 167,400 "
1516,2019-10-28,47,삼인시스템,OA290183," 53,200 ",9,0," 478,800 "
1517,2019-10-28,31,한진무역,OA290187," 27,900 ",18,0," 502,200 "
1518,2019-10-29,20,세종물산,OA290030," 43,700 ",24,0," 1,048,800 "
1519,2019-10-29,14,베네디스,CA270449," 449,500 ",5,0," 2,247,500 "
1520,2019-10-29,20,세종물산,MP010054," 261,700 ",8,0.1," 1,884,240 "
1521,2019-10-29,20,세종물산,OA290030," 43,700 ",1,0," 43,700 "
1522,2019-10-30,25,삼양상사,SP310568," 325,400 ",7,0," 2,277,800 "
1523,2019-10-30,38,K마켓,PA220332," 36,400 ",2,0," 72,800 "
1524,2019-10-30,51,그린테크,CA280132," 70,200 ",7,0.1," 442,260 "
1525,2019-10-30,25,삼양상사,SP310568," 325,400 ",21,0," 6,833,400 "
1526,2019-10-31,14,베네디스,NT150596," 628,600 ",12,0," 7,543,200 "
1527,2019-10-31,42,우리정보,BH060522," 131,200 ",2,0," 262,400 "
1528,2019-10-31,18,우주전산,PJ190252," 1,085,800 ",2,0," 2,171,600 "
1529,2019-11-01,29,태성무역,PA220215," 34,900 ",1,0.1," 31,410 "
1530,2019-11-01,26,신세기상사,PA220328," 85,000 ",21,0.1," 1,606,500 "
1531,2019-11-01,9,월드링크,PA330296," 15,100 ",17,0.1," 231,030 "
1532,2019-11-01,35,에이빌,MT180375," 60,400 ",7,0.1," 380,520 "
1533,2019-11-01,53,국제전자,MP010034," 80,700 ",4,0.1," 290,520 "
1534,2019-11-01,19,양정물산,TVAC040665," 74,800 ",14,0," 1,047,200 "
1535,2019-11-01,9,월드링크,PA330296," 15,100 ",4,0.1," 54,360 "
1536,2019-11-02,26,신세기상사,CA270487," 226,100 ",7,0.1," 1,424,430 "
1537,2019-11-02,22,동도교역,PA220213," 202,000 ",1,0.1," 181,800 "
1538,2019-11-02,25,삼양상사,CA270406," 568,000 ",19,0.1," 9,712,800 "
1539,2019-11-02,51,그린테크,MP010041," 129,100 ",12,0.1," 1,394,280 "
1540,2019-11-02,29,태성무역,DV350171," 194,200 ",13,0.1," 2,272,140 "
1541,2019-11-02,29,태성무역,DV350171," 194,200 ",19,0.1," 3,320,820 "
1542,2019-11-03,41,금산전자,OA290182," 53,200 ",6,0.1," 287,280 "
1543,2019-11-03,14,베네디스,CA270419," 860,500 ",11,0.1," 8,518,950 "
1544,2019-11-03,26,신세기상사,CA270415," 551,800 ",14,0.1," 6,952,680 "
1545,2019-11-03,41,금산전자,OA290182," 53,200 ",15,0.1," 718,200 "
1546,2019-11-04,14,베네디스,CA270422," 848,400 ",15,0.1," 11,453,400 "
1547,2019-11-04,40,가나전자,NT150681," 975,000 ",14,0," 13,650,000 "
1548,2019-11-05,19,양정물산,TV090345," 424,900 ",5,0," 2,124,500 "
1549,2019-11-05,8,태강교역,OA290031," 43,700 ",14,0.1," 550,620 "
1550,2019-11-05,27,이화무역,OA290180," 48,800 ",15,0.1," 658,800 "
1551,2019-11-05,8,태강교역,OA290031," 43,700 ",14,0.1," 550,620 "
1552,2019-11-05,27,이화무역,OA290180," 48,800 ",3,0," 146,400 "
1553,2019-11-06,17,티엔씨에스,BH060502," 46,100 ",13,0," 599,300 "
1554,2019-11-06,11,서주무역,NT150458," 523,600 ",14,0," 7,330,400 "
1555,2019-11-06,26,신세기상사,PA220225," 17,400 ",5,0," 87,000 "
1556,2019-11-06,13,미림상사,BH060507," 34,600 ",13,0," 449,800 "
1557,2019-11-06,16,대진상사,TV090648," 556,600 ",6,0," 3,339,600 "
1558,2019-11-06,16,대진상사,DV350168," 148,100 ",5,0," 740,500 "
1559,2019-11-07,44,영진전자,PA220315," 20,900 ",12,0," 250,800 "
1560,2019-11-07,9,월드링크,MP010043," 129,100 ",20,0," 2,582,000 "
1561,2019-11-07,10,신영상사,OA290173," 48,500 ",8,0," 388,000 "
1562,2019-11-07,12,유니테크,TV090364," 1,436,600 ",16,0," 22,985,600 "
1563,2019-11-07,9,월드링크,TV090654," 1,011,800 ",2,0," 2,023,600 "
1564,2019-11-07,10,신영상사,OA290173," 48,500 ",7,0," 339,500 "
1565,2019-11-08,2,혜성전자,CA270449," 449,500 ",6,0.1," 2,427,300 "
1566,2019-11-08,9,월드링크,MP010028," 223,100 ",7,0," 1,561,700 "
1567,2019-11-08,49,강남상사,BH060506," 34,600 ",12,0," 415,200 "
1568,2019-11-09,23,알프스무역,OA290205," 35,200 ",29,0.1," 918,720 "
1569,2019-11-09,32,대한전자,PA220341," 113,700 ",4,0," 454,800 "
1570,2019-11-09,45,인터비타,PA220224," 17,400 ",11,0," 191,400 "
1571,2019-11-10,46,부성전자,PA220234," 61,900 ",13,0," 804,700 "
1572,2019-11-10,35,에이빌,HS110198," 484,400 ",5,0," 2,422,000 "
1573,2019-11-10,21,동화전자,DV350145," 218,500 ",7,0.1," 1,376,550 "
1574,2019-11-10,19,양정물산,PA220226," 17,400 ",20,0.1," 313,200 "
1575,2019-11-10,7,삼화상사,SP320528," 285,000 ",12,0.1," 3,078,000 "
1576,2019-11-11,1,한미전자,TV090659," 1,337,600 ",10,0," 13,376,000 "
1577,2019-11-11,6,글로벌 전자,SP320702," 932,200 ",5,0.1," 4,194,900 "
1578,2019-11-11,38,K마켓,SP320697," 683,600 ",7,0.1," 4,306,680 "
1579,2019-11-12,30,샤론통상,MP010001," 242,700 ",2,0.1," 436,860 "
1580,2019-11-12,37,J마켓,PA220206," 40,200 ",16,0.1," 578,880 "
1581,2019-11-12,27,이화무역,PA220111," 33,900 ",17,0.1," 518,670 "
1582,2019-11-12,18,우주전산,SP320698," 832,200 ",12,0.1," 8,987,760 "
1583,2019-11-12,18,우주전산,TV090654," 1,011,800 ",9,0," 9,106,200 "
1584,2019-11-13,17,티엔씨에스,MP010060," 133,500 ",19,0.1," 2,282,850 "
1585,2019-11-13,11,서주무역,MT180605," 338,700 ",10,0.1," 3,048,300 "
1586,2019-11-13,6,글로벌 전자,PA220337," 113,700 ",21,0.1," 2,148,930 "
1587,2019-11-14,17,티엔씨에스,PA220325," 28,200 ",12,0.1," 304,560 "
1588,2019-11-14,50,프로시스템즈,DV350154," 13,400 ",5,0.1," 60,300 "
1589,2019-11-14,43,드림테크,CA270433," 508,400 ",19,0.1," 8,693,640 "
1590,2019-11-14,3,태화상사,PA330703," 81,700 ",13,0.1," 955,890 "
1591,2019-11-15,23,알프스무역,DC230639," 433,000 ",3,0.1," 1,169,100 "
1592,2019-11-15,3,태화상사,PA220261," 17,400 ",7,0.1," 109,620 "
1593,2019-11-15,34,ABC상사,PJ200615," 261,500 ",4,0," 1,046,000 "
1594,2019-11-16,16,대진상사,PC170693," 423,700 ",2,0.1," 762,660 "
1595,2019-11-16,34,ABC상사,HS110197," 484,400 ",20,0.1," 8,719,200 "
1596,2019-11-17,14,베네디스,CA280223," 9,300 ",17,0.1," 142,290 "
1597,2019-11-17,43,드림테크,MT180605," 338,700 ",7,0," 2,370,900 "
1598,2019-11-17,44,영진전자,PC170590," 423,700 ",3,0," 1,271,100 "
1599,2019-11-17,20,세종물산,OA290048," 30,000 ",10,0," 300,000 "
1600,2019-11-17,29,태성무역,OA290182," 53,200 ",20,0," 1,064,000 "
1601,2019-11-17,13,미림상사,PC170693," 423,700 ",7,0," 2,965,900 "
1602,2019-11-18,46,부성전자,DS240472," 475,800 ",2,0.1," 856,440 "
1603,2019-11-18,26,신세기상사,PA330296," 15,100 ",13,0," 196,300 "
1604,2019-11-18,24,유미백화점,NT150689," 682,000 ",2,0.1," 1,227,600 "
1605,2019-11-18,27,이화무역,PA220101," 24,200 ",13,0," 314,600 "
1606,2019-11-18,26,신세기상사,PA330296," 15,100 ",7,0.1," 95,130 "
1607,2019-11-19,39,명성전자,PA220304," 21,000 ",5,0.1," 94,500 "
1608,2019-11-19,19,양정물산,OA290204," 35,200 ",5,0.1," 158,400 "
1609,2019-11-19,45,인터비타,CA270405," 608,400 ",5,0.1," 2,737,800 "
1610,2019-11-19,4,동광통상,PA220336," 36,400 ",4,0.1," 131,040 "
1611,2019-11-19,17,티엔씨에스,BH060511," 58,200 ",7,0.1," 366,660 "
1612,2019-11-19,42,우리정보,SP310549," 352,100 ",12,0.1," 3,802,680 "
1613,2019-11-19,19,양정물산,OA290204," 35,200 ",12,0.1," 380,160 "
1614,2019-11-20,19,양정물산,CA270482," 239,600 ",17,0.1," 3,665,880 "
1615,2019-11-20,30,샤론통상,OA290022," 22,900 ",3,0.1," 61,830 "
1616,2019-11-20,1,한미전자,TV090660," 1,557,600 ",5,0," 7,788,000 "
1617,2019-11-20,51,그린테크,PA220232," 156,600 ",1,0.1," 140,940 "
1618,2019-11-20,30,샤론통상,OA290022," 22,900 ",19,0.1," 391,590 "
1619,2019-11-21,17,티엔씨에스,PA220302," 21,000 ",12,0.1," 226,800 "
1620,2019-11-21,47,삼인시스템,OA290181," 48,800 ",11,0.1," 483,120 "
1621,2019-11-21,5,오성통상,CA270482," 239,600 ",2,0.1," 431,280 "
1622,2019-11-21,47,삼인시스템,OA290181," 48,800 ",5,0.1," 219,600 "
1623,2019-11-22,42,우리정보,CA270431," 532,700 ",13,0.1," 6,232,590 "
1624,2019-11-22,47,삼인시스템,DV350153," 13,400 ",18,0.1," 217,080 "
1625,2019-11-22,37,J마켓,DC230638," 433,000 ",2,0.1," 779,400 "
1626,2019-11-22,25,삼양상사,PA220217," 40,300 ",11,0.1," 398,970 "
1627,2019-11-23,41,금산전자,NT150681," 975,000 ",13,0," 12,675,000 "
1628,2019-11-23,22,동도교역,BH060510," 58,200 ",11,0.1," 576,180 "
1629,2019-11-23,42,우리정보,PA220246," 12,800 ",11,0.1," 126,720 "
1630,2019-11-23,14,베네디스,PJ190256," 628,600 ",10,0," 6,286,000 "
1631,2019-11-23,14,베네디스,OA290016," 35,200 ",11,0.1," 348,480 "
1632,2019-11-24,31,한진무역,CA280263," 67,300 ",11,0.1," 666,270 "
1633,2019-11-24,11,서주무역,MT180395," 338,700 ",5,0.1," 1,524,150 "
1634,2019-11-24,10,신영상사,TVAC040668," 70,400 ",11,0," 774,400 "
1635,2019-11-25,19,양정물산,CA270412," 581,500 ",5,0.1," 2,616,750 "
1636,2019-11-25,50,프로시스템즈,PA220073," 71,200 ",9,0.1," 576,720 "
1637,2019-11-25,47,삼인시스템,DV350146," 227,400 ",22,0.1," 4,502,520 "
1638,2019-11-25,18,우주전산,MP010039," 94,300 ",15,0.1," 1,273,050 "
1639,2019-11-26,15,협우상사,PA220140," 53,700 ",14,0.1," 676,620 "
1640,2019-11-26,15,협우상사,PA220207," 40,200 ",7,0.1," 253,260 "
1641,2019-11-26,49,강남상사,NT150390," 700,300 ",7,0.1," 4,411,890 "
1642,2019-11-26,35,에이빌,CA280284," 115,300 ",7,0.1," 726,390 "
1643,2019-11-27,12,유니테크,OA290045," 40,000 ",5,0.1," 180,000 "
1644,2019-11-27,1,한미전자,PA220123," 29,000 ",13,0.1," 339,300 "
1645,2019-11-27,8,태강교역,CA280222," 9,300 ",13,0.1," 108,810 "
1646,2019-11-27,35,에이빌,PC170378," 569,400 ",9,0.1," 4,612,140 "
1647,2019-11-27,4,동광통상,TV090658," 1,293,600 ",7,0," 9,055,200 "
1648,2019-11-27,12,유니테크,OA290045," 40,000 ",19,0.1," 684,000 "
1649,2019-11-28,50,프로시스템즈,PA330241," 5,500 ",6,0.1," 29,700 "
1650,2019-11-28,40,가나전자,TV090365," 1,436,600 ",15,0," 21,549,000 "
1651,2019-11-28,16,대진상사,BH060515," 49,200 ",6,0.1," 265,680 "
1652,2019-11-29,45,인터비타,SP320545," 332,400 ",2,0.1," 598,320 "
1653,2019-11-29,50,프로시스템즈,DV350149," 253,700 ",7,0.1," 1,598,310 "
1654,2019-11-29,3,태화상사,TV090343," 424,900 ",14,0.1," 5,353,740 "
1655,2019-11-29,33,신성무역,SP310570," 350,900 ",14,0.1," 4,421,340 "
1656,2019-11-29,3,태화상사,SP310575," 310,800 ",2,0.1," 559,440 "
1657,2019-11-29,48,한양이엔지,PA330294," 15,100 ",7,0.1," 95,130 "
1658,2019-11-30,9,월드링크,BH060622," 161,500 ",19,0.1," 2,761,650 "
